title,text
“日渐肥胖”怎么表达？,“日渐肥胖”在口语里怎么表达呢？今天我们来扒一扒~
TED：传染病是如何扩散到全球的？,病毒是如何从动物传染给人类的，又是怎样变异的，史上几次大规模传染病是如何流行起来的？
Political hack? 政治仆从,Political hack指的是为党派服务的政治仆从，负责做一些机械的低端工作。
“塑料”友情用英语怎么表达？关于朋友的地道表达都在这里,今天我们要来学习一些关于友谊的习语。一起来看看几个关于死党，伙伴和“假面朋友”的词语吧。
一课译词：近朱者赤，近墨者黑,"“近朱者赤，近墨者黑”与英文谚语“if you lie down with dogs, you will get up with fleas”意思相近。"
每日一词∣积极有序推进造林绿化,积极有序推进造林绿化，是全面建成小康社会和全面实现“十三五”经济社会发展目标的重要内容，也是促进贫困人口就业增收、全面打赢脱贫攻坚战的重要举措。
隔离期间流量猛增 YouTube降低视频画质以缓解网络压力,为了减轻网络压力，防止系统崩溃，Youtube和奈飞都宣布将在未来一个月暂时降低视频默认画质。
每日新闻播报（March 26）,今日播报内容：法男子完成'阳台马拉松'；湖北除武汉外解除封锁；世卫:美国或成疫情震中；东京奥运会延期至明年
一课译词：有其父必有其子,"“有其父必有其子”，表示“孩子的行为举止通常与父母相似（a child usually behaves in a similar way to his or her parent(s)）”，含有贬义，可以反以为“like father, like son”。"
英雄新传：抗疫“硬核”家庭，全家三口齐上阵,一家三口全部战斗在一线。虽然平日不能见面，一家三口通过微信视频互相鼓励。
全国超500家影院复工 多部经典影片将重映,华纳兄弟电影公司在其微博上宣布，全新4K修复3D版《哈利·波特与魔法石》将回归全国影院。
一课译词：隔墙有耳,“隔墙有耳”，意思是隔着一道墙，也有人偷听（someone may be listening on the other side of the wall），与英文谚语“walls have ears”意思相同。
东京奥运会推迟至2021年夏天 此前曾有五届奥运会推迟或取消,受新冠肺炎全球疫情影响，东京奥运会将确定推迟至2021年举办，最晚不超过2021年夏天。
今日起湖北省武汉市以外地区解除离鄂通道管控 武汉4月8日解封,湖北省除武汉市以外地区，将于3月25日起解除离鄂通道管控，武汉市将于4月8日起解除离汉离鄂通道管控措施。
每日一词∣恢复正常医疗秩序 restoration of normal medical services,要加强医疗资源和医护力量统筹调配，进行分类救治，确保非新冠肺炎患者的就诊安全。
牛顿、莎士比亚……盘点那些在隔离期间创作力井喷的名人,在家工作不代表效率就会降低，有些人反而在隔离状态下才能更好地工作。莎士比亚就是在一次大流行病期间写出了《李尔王》等传世之作。
每日新闻播报（March 24）,今日播报内容：西班牙人为出门租狗遛?安倍:东京奥运可能推迟；我国新冠疫苗人体试验；首都机场入境航班分流
今日起，目的地为北京的国际航班从指定第一入境点入境,北京作为国际交流中心，已经成为防控境外疫情输入的主战场。
全球疫情汇总：默克尔自我隔离  西班牙宣布“封国”,德国总理默克尔宣布将自我隔离，在家办公……来看本周全球疫情最新进展。
每日一词∣分区分级复工复产,随着疫情持续缓解，湖北省将加快复工复产，在落实分区分级差异化策略的前提下，对应不同优先等级，将复工复产的企业划分为四类。
看到男厕这句英文标语，感觉我的9年义务教育受到奇耻大辱...,每个单词都认识，但就是不知道什么意思！我顿时觉得我的九年义务教育受到奇耻大辱...
在卫生纸出现之前，人们如厕用什么呢？,随着疫情的蔓延，多个国家出现了卫生纸抢购风潮。那么，在没有卫生纸的古代，人们是怎么解决如厕卫生问题的呢？你绝对想象不到。
《纽约时报》记者介绍中国抗疫的视频火了，网友：他说的是大实话！,《纽约时报》记者唐纳德·麦克尼尔为美国全国广播公司的主持人条理清晰地介绍了中国的检疫流程。
马云开推特，宣布向美国、非洲捐物资，外国网友齐刷刷：Thank you!,3月16日，阿里巴巴集团创始人马云开通推特账户，目前关注者已超19万。他在首条推特中写道：“向美国捐赠的首批口罩及新冠试剂盒即将从上海起飞。希望美国的朋友们一切安好。”
每日新闻播报（March 20）,今日播报内容：美股10天里第四次熔断，纽交所将关闭交易大厅；欧盟宣布全境封锁30天；A型血更易感新冠病毒?全国3714景区恢复营业
一课译词：因小失大,“因小失大”，比喻“为了小的利益而失去大的利益，得不偿失”。
英雄新传：武汉男孩给警察妈妈的礼物,鑫鑫的妈妈是忙碌在抗疫一线的警察，鑫鑫写信表达对妈妈的思念，还画了一幅妈妈英勇和病毒作战的画。
“青山一道 同担风雨”用英语怎么表达？,在运往各国的援助物资上面，出现了不少古诗名句，我们一起来欣赏这些名句的中英文版本。
疫情期间封城  欧洲多国空气污染水平大幅下降,为控制新冠肺炎疫情的蔓延，多国采取封锁措施，这使得空气污染水平出现大幅下降。
怎样用英语说：“我无语了。”？,在遇到一件意料之外的事情或者听到一句意想不到的话语时，我们可能会感到惊讶得说不出话来。
每日一词∣三道防线 three defense lines,目前为止，我们的输入病例基本堵在第一道防线和第二道防线，第三道防线还没有发现病人。
疫情时期，你也许想读一读这些和大瘟疫有关的书,除了经典著作《十日谈》和《瘟疫年纪事》，近些年也有不少描写大瘟疫或以大瘟疫为背景的好书，一起来看看。
每日新闻播报（March 25）,今日播报内容：美联储开启无限量宽松；英颁布居家令为期三周；德总理默克尔居家隔离；中医药抗'疫'有效率达90%
每日一词∣云选会 cloud job fair,针对部分企业缺工严重、稳岗压力大和重点群体就业难等突出矛盾，支持多渠道灵活就业，做好高校毕业生就业工作。
每日一词∣新时代中国青年 Chinese youth of the new era,在这次抗击新冠肺炎疫情的斗争中，以“90后”为代表的青年一代挺身而出、担当奉献，充分展现了新时代中国青年的精神风貌。
一课译词：小巫见大巫,“小巫见大巫”，汉语成语，比喻能力高低相差悬殊，相形见绌（appear insignificant when compared with;be pale before）。
在家隔离干点啥？法国男子阳台跑7小时马拉松,在家隔离干点啥才好？法国一位跑步爱好者在自家阳台跑起了马拉松，耗时近7小时。
中医药防治新冠肺炎发挥了哪些作用？,全国新冠肺炎确诊病例中有74187人使用了中医药，占91.5%，从临床疗效观察来看，中医药总有效率达90%以上。
Flatten the curve? 曲线平缓,Flattening the curve意思是让图表中的曲线趋于平缓，也就是数据不要大起大落。
都在“囤口罩”，你知道“囤”的英语是什么吗？,新冠肺炎疫情发生以后，许多人都在囤口罩囤物资，那你知道怎么用英语说“囤货”吗？
每日一词∣人类卫生健康共同体 a community of common health for mankind,中方愿同法方共同推进疫情防控国际合作，支持联合国及世界卫生组织在完善全球公共卫生治理中发挥核心作用。
如何缓解疫情期间社交隔离产生的焦虑感？专家给出了这6个建议,在家待一两周也许不是问题，但如果在家待久了，不少人会表示“憋不住”，有些人甚至会因此产生孤独、焦虑情绪。
每日新闻播报（March 23）,今日播报内容：研究:蹲着办公有利健康；日餐厅引进煮面机器人；意1万名医学生提前上岗；'财富'评现代最伟大设计，苹果占8席微信摩拜上榜
And then some? 而且还远不止此,And then some意思是“而且还远不止此”，在句中起强调作用。
日本取消赏樱活动  武汉大学在线赏樱获赞,樱花季已经到来，但为了防止新冠病毒传播，日本取消了全国范围内的赏樱活动。
国务院印发《新冠肺炎疫情心理疏导工作方案》,针对患者及其家属、病亡者家属、一线工作人员等重点人群，开展心理服务，维护公众心理健康，促进社会和谐稳定。
在家办公没桌子？来看看网友们如何发挥他们的创造力,有些人在床上办公，有些人在餐桌或沙发上办公，但还有一些人不走寻常路，想出了各种有创意的办公方式。
五个英语句子说：“我不想吃这个东西。”,在这种情况下，怎样用英语礼貌地向他人表示你不想吃一样东西？
每日新闻播报（March 19）,今日播报内容：疫情夺不走人们的欢乐，意大利人唱歌互相鼓励；隐瞒病情入境将被定罪；全美50州均现确诊病例；我国谴责'中国病毒'言论
一课译词：强词夺理,“强词夺理”，汉语成语，指无理强辩，没理硬说成有理，可以翻译为“defend oneself by sophistry”。
听说遛狗可以出门，于是西班牙人把家里的玩具狗找了出来,西班牙开始出现租狗信息，让你可以出门遛遛；甚至还有人，直接牵着玩具狗出门。
哪些情况可不戴口罩？国家卫健委这样建议,医用口罩或医用外科口罩可用于普通防护，佩戴多个口罩并不能增加防护效果。
英雄新传：医护人员谢谢武汉可爱的托尼老师,日前，武汉的理发师们组成志愿服务队，来到武汉泰康医院，为医护人员解决了“烦恼丝”问题。
每日一词∣健康丝绸之路 Silk Road of Health,中方愿同意方一道，为抗击疫情国际合作、打造“健康丝绸之路”作出贡献。
研究发现：A型血的人比O型血的人更容易感染新冠病毒,中国科学家在武汉开展的研究发现，A型血的人感染新冠病毒的风险更高，O型血的人感染风险则相对较低。
每日新闻播报（March 18）,今日播报内容：援鄂医护人员分批撤离；京餐饮新规禁对面就餐；美正副防长被隔离保护；新冠疫苗临床试验启动
英雄新传：有他们的冰雪逆行，才有今天的春暖花开,随着疫情防控形势逐步转好，3月17日起，驰援武汉的医护人员开始分批撤离。
一课译词：江山易改本性难移,中国人常说“江山易改，本性难移”，这句话用英文应该怎么说呢？一起来学习吧！
全球疫情消息汇总：欧盟全境封锁30天 欧洲杯推迟到明年,欧盟拟禁止非必要的旅行者进入……来看新冠肺炎疫情全球最新消息汇总。
中国工程院院士：我国新冠疫苗研发进展处于国际先进行列,中国工程院院士王军志表示，我国新冠疫苗研发进展目前总体上处于国际先进行列，不会慢于国外。
“买菜”英文怎么说？说成“buy vegetable”会被老外笑话,买菜的菜只是一个统称，我们可以使用grocery来表示，指小型的杂货店。
不要迷信“超级食物”！这五种吃法无助于提高免疫力,新冠肺炎疫情在全球暴发之后，人人自危，关于预防和治疗疫病的一些“偏方”也开始不胫而走。这些所谓的超级食物或万能药真的有用吗？
英雄新传：机场如何确保医护人员和物资顺利交接,在武汉天河国际机场，为保障运输防疫物资和医务人员的航班顺利交接，指挥人员一直坚守在工作岗位。
每日新闻播报（March 17）,今日播报内容：苹果关闭中国以外门店；欧洲成全球疫情重灾区；美联储紧急降息至近零；入境进京集中观察14天
一课译词：巧舌如簧,"“巧舌如簧”，汉语成语，字面意思是“舌头灵巧得就像乐器里的簧片一样”，形容能说会道，善于狡辩,可以翻译为“have a glib (plausible; silver) tongue”。"
担忧疫情蔓延 美股“熔断”全球股市下跌,尽管各国央行宣布协同努力缓解新冠肺炎疫情的影响，但全球股市仍然再次下跌。
Social distancing? 扩大社交距离,Social distancing就是在社交活动中保持距离。
五部门：隐瞒病情入境将以妨害国境卫生检疫罪定罪处罚,入境时拒绝接受卫生检疫或者不如实填报健康申明卡者将以“妨害国境卫生检疫罪”定罪处罚。
每日一词∣中韩应对新冠肺炎疫情联防联控合作机制,机制旨在落实两国元首重要共识，进一步加强沟通协调，共同早日战胜疫情。
北京新版餐饮服务指引：餐桌间隔1米 不得面对面就餐,要求就餐人员不得面对面就餐，餐桌间隔要在1米以上，内部食堂应采用分时段错峰就餐等服务方式。
每日新闻播报（March 12）,今日播报内容：拜登赢关键州选势如虹；抗疫护士获赠梅西球衣；电影中坏人不用iPhone?全国医疗废物'日产日清'
“话唠”的多种英语表达,这一集里，双胞胎姐弟将接受科学测试。一起来学习“话唠”的多种英语表达。
疫情夺不走欢乐：意大利人在阳台上齐声歌唱相互鼓劲,意大利民众没有被严峻的疫情夺走欢乐，他们居然在阳台上弹着吉他、敲着铁盆开起了演唱会，各家各户还约好时间一起大合唱。
每日新闻播报（March 16）,今日播报内容：亿年琥珀中现最小恐龙；英抓娃娃机改抓卫生纸；越南'洗手舞'走红TikTok；研究发现'三手烟'也危险
一课译词：标题党,在互联网时代，“标题党”一词的出镜率越来越高。如果你经常浏览网络新闻，应该对此深有体会。标题党用英文怎么说呢？
遏制新冠肺炎蔓延  多国进入紧急状态,为阻止新冠肺炎疫情蔓延，多国进入紧急状态，“封城”甚至“锁国”。
每日一词∣居民消费价格指数 consumer price index (CPI),2020年2月份，全国居民消费价格指数（CPI）同比上涨5.2%。与1月相比，CPI涨幅回落0.2个百分点。
英语里的“大鱼”，“小鱼”和“冷鱼”，究竟都是什么意思？,'a big fish in a small pond'是什么意思？'big fish' 'small fish'和'cold fish'有何区别？
盘点那些让人匪夷所思的历史小趣闻,历史的长河中有数不清的小花絮，我们今天就来回顾一些让人匪夷所思的趣闻。
全程英语！钟南山连线欧洲同行，分享中国经验,钟南山向欧洲呼吸学会介绍与分享了中国抗击新冠肺炎疫情的成果和经验。
美国宣布进入“国家紧急状态”，特朗普称将很快接受新冠病毒检测,据美媒报道，美国总统特朗普在上周末的活动上接触过一名感染新冠病毒的巴西官员。特朗普称将很快接受新冠病毒检测。
每日新闻播报（March 13）,今日播报内容：汉克斯新冠检测呈阳性；新冠疫情升级为'大流行'；美对欧洲实施旅；全球9成人对女性有偏见
一课译词：欲速则不达,“欲速则不达”可以翻译为“haste makes waste”，表示“过于性急图快，反而不能达到目的”。
我国本轮疫情流行高峰已经过去 防控重点转防境外输入,在联防联控机制下，国内疫情已经得到了比较好的控制，现在风险慢慢转为境外输入风险。
在家办公如何提高工作效率？,很多公司开启在家办公模式，降低大家在通勤路上受感染的风险。但在家办公如何才能提高工作效率？
一课译词：小道消息,汉语中习惯将非官方发布，而是道听途说的消息和传闻称为“小道消息”，泛指没有根据的传闻（hearsay；rumour；gossip），与英文习语“hear (something) on the grapevine”意思相近。
世卫组织宣布新冠肺炎为全球性流行病,世卫组织经过疫情评估后认为新冠肺炎已构成“全球性流行病”，但这次大流行与以往任何一次都不同，是可以控制的。
外交部：中方将通过五方面举措助力全球抗疫斗争,中方愿在毫不放松继续做好本国疫情防控工作的同时，努力为全球的抗疫斗争做出贡献。
植树节：2019年全国共完成造林706.7万公顷,2019年我国国土绿化事业取得了新成绩，全国共完成造林706.7万公顷。
每日一词∣新时代最可爱的人 the most admirable people in the new era,疫情发生以来，医务人员奋不顾身、义无反顾冲到抗疫工作的第一线，全力救治患者，维护人民群众的健康。
最让世人艳羡的10个工作 其实没你想的那么美好（下）,职业运动员、时尚设计师……这些都是世人心中的理想工作，光鲜体面又多金。可是在名利双收的背后却隐藏着不为人所知的艰辛和无奈。
让世人艳羡的10个工作 其实没你想的那么美好（上）,职业运动员、时尚设计师、超模……这些都是世人心中的理想工作，光鲜体面又多金。可是在名利双收的背后却隐藏着不为人所知的艰辛和无奈。
鸭鸭虽然暂时不能去灭蝗了，但这些生物的确是生物防治的功臣,生物防治指的就是利用一种生物对付另外一种生物（通常是害虫）的防止办法，一般分为三种。
英雄新传：疫情面前，法国医生选择坚守,疫情期间，在武汉工作的法国医生菲利普·克莱恩一直坚守在自己的岗位上，为那些需要他的病人提供帮助。
Hot hand? 走运,拥有hot hand的人指的是受到幸运之神眷顾的人。
每日一词∣医疗废物处置能力 medical waste disposal capacity,疫情发生后，湖北省与武汉市医疗废物量增加很快。生态环境部指导帮助湖北省及武汉市采取措施，快速提高处置能力。
“可防可控”英语怎么说？BBC只用了一个词！,外媒中关于“疫情防控”的英文表达，“疫情”有很多种说法，但“防控”基本上都用contain。
“扎心了！”这话用英语怎么说？,它以幽默的方式表达一件事情对人的触动很大或者一句话“戳”到了人的痛处，让人听了很难受。
每日新闻播报（March 11）,今日播报内容：奥运圣火采集空场举行；007新片因疫情推迟上映；2月份CPI同比上涨5.2%；胡润发布少壮派富豪榜
一课译词：班门弄斧,“班门弄斧”，意思是“在鲁班门前舞弄斧子，比喻在行家面前卖弄本领，不自量力，与英文习语“teach one's grandmother (how) to suck eggs”意思相近。
湖北中低风险地区持绿码人员可全省通行,中、低风险地区持绿码人员，全省通行；高风险地区持绿码人员，按照当地防控指挥部规定出行。
拓展“新业务”   英国抓娃娃机可以抓厕纸和洗手液了,英国一位老板把自家抓娃娃机的奖品从玩偶换成了厕纸和洗手液，让顾客有机会一试身手。
英雄新传：武汉环卫工人：平凡有力，城市因你们而平安,他们的工作也许不如一线医护人员那般轰轰烈烈，但他们认为环卫工作是疫情防控的第一道防线，防控无小事，平凡却有力！
每日一词∣出入境防疫 epidemic prevention at borders,目前新型冠状病毒呈全球蔓延之势，国内多地出现境外输入性病例，疫情防控形势依然复杂。
apples and oranges真不是“苹果和橘子”,在英语中，很多俗语都会采用水果作为句子的主体，借以表达深层意思。
每日新闻播报（March 10）,今日播报内容：武汉11家方舱医院休舱；我国男女薪资差距缩小；意大利因疫情封锁北部；NASA为登月招募宇航员
一课译词：重蹈覆辙,“重蹈覆辙”，“辙”表示“车轮辗过的痕迹（ the track of a wheel）”。比喻不吸取教训，再走失败的老路，用英文应该怎么说？
“捡便宜”用英语怎么说？,卢克和曼尼学校的球队要进行棒球比赛，一直以来他们的球技都很差，这次小联盟球队意外杀入一场决赛。
东京奥运会圣火采集仪式将举行  现场无观众,计划于12日在古奥林匹亚赫拉神庙举行的2020年东京奥运会圣火采集仪式，将在没有观众的情况下举行。
新冠疫情严峻 意大利全境实施人员流动管控,当地时间3月9日夜间，意大利总理孔特宣布，因新冠疫情严峻，人员流动紧急管控措施将扩大至意大利全境。
Driven to distraction? 心烦意乱,Driving someone to distraction就是把某人弄得心烦意乱。
研究发现：“三手烟”也很危险！,烟雾中的尼古丁等有毒化学物质会附着在墙壁、床单、地毯、衣服甚至皮肤上，只要是吸烟者停留过的地方，你就可能受到“三手烟”的毒害。
研究发现：蹲着或跪着办公更有利于身体健康,现代人久坐的生活方式已被证实对身体非常有害，但是，新研究发现，也许问题的关键不在于长时间不动，而在于坐。
学会看病的英语表达，自如地和医生交谈吧！,当你感到不舒服去看医生的时候，你可以用到哪些英语表达呢？怎样准确地描述你的症状？
联合国性别研究报告：90%的人对女性有歧视,调查发现，世界上没有哪个国家实现了男女平等，而且性别歧视在一些国家仍然很严重，全球包括女性在内的大多数人都对女性有偏见。
这场全球最大的远程办公试验，已经持续四周了,全民宅家抗疫，学生宅在家学习。他们的父母宅在家监督他们学习，并且还要远程办公。
一课译词：竹篮打水一场空,“竹篮打水一场空”，比喻白费力气，没有效果，劳而无功（work hard but to no avail；a fruitless attempt）。
每日新闻播报（March 6）,今日播报内容：美民主党预选两雄相争；研究:北极将迎'无冰'夏季；国内航司逐步恢复航班；新冠病毒产生两种变体
教育部鼓励网上面试签约 创新推进网上就业服务,在线招聘要严格信息审核，鼓励通过网络实现人岗信息精准推送、网上面试、网上签约。
Never say never? 永远不要说得太绝对,Never say never意思是永远不能说得太绝对。
演示防疫小窍门  越南“洗手舞”走红网络,越南卫生部发布了“洗手舞”视频，告诉了人们洗手的必要性，还传达了其它防疫知识。
每日一词∣关爱社区工作者 care for community workers,要关心关爱广大基层干部，及时帮助他们解决遇到的实际困难和问题，坚决纠正形式主义、官僚主义做法。
11月再见！007新片受疫情影响将推迟上映,由于新型冠状病毒的传播，原定于在4月上映的《007：无暇赴死》也宣布延期到11月上映，这是首部因疫情而推迟上映的好莱坞大片。
go for your tea不是“去喝茶”，知道意思后，吓我一跳！,go for your tea不是“去喝茶”，知道意思后，大吃一惊！
每日新闻播报（March 5）,今日播报内容：人社部发布16个新职业；各地帮贫困学生上网课；美联储紧急降息50基点；东京奥运会将如期举办
一课译词：此地无银三百两,“此地无银三百两”，字面意思是“No 300 taels of silver buried here”，应该如何翻译呢？
英雄新传：武汉护士病愈后分享心得 主动捐献血浆并重返一线,24岁的贾娜是武汉大学人民医院急诊科一名护士，除夕当天被确诊为新冠肺炎，当时她觉得整个世界都灰暗了
一课译词：拾人牙慧,“拾人牙慧”是一个汉语成语，比喻拾取别人的一言半语当作自己的话（pick up phrases from somebody and pass them off as one's own）。
居家办公如何合理用眼？听专家来支招,工作时要与电脑屏幕保持40厘米的距离，同时保证有适当的背景照明，以缓解眼睛疲劳。
每日一词∣社会救助兜底脱贫 strengthen social assistance to fight against poverty,做好民政系统脱贫攻坚兜底保障工作，是决战决胜脱贫攻坚的重大举措，是全面提升小康社会质量和水平的必然要求。
每日新闻播报（March 9）,今日播报内容：女子精心养护'塑料多肉'?新型口罩检测新冠病毒；卢森堡公共交通全免费；新西兰航空研发'卧铺'舱
一课译词：哗众取宠,“哗众取宠”，汉语成语，意思是以浮夸的言行迎合大众，骗取大众的信赖和支持（court people's favour by saying something impressive）。
英雄新传：勇挑重担默默奉献，他们如何安全科学处理武汉医疗废弃物,在抗击新冠肺炎疫情过程中，除了前线医护人员，负责处理医疗废弃物的人员也离感染源非常近，危险性很高。
关门大吉！武汉11家方舱医院休舱,随着大批患者治愈出院，截至3月8日下午，武汉已经有11家方舱医院休舱，患者陆续分流到定点医院。
别交“智商税”！网上关于“新冠肺炎”的这些偏方都没用,社交网络上关于疫情以及预防病毒感染的谣言满天飞。不少人为此交了大笔“智商税”，还可能损害健康。
每日一词∣预约进站 reservation at subway stations,为了在新冠肺炎疫情防控期间降低地铁客流密度，3月6日起北京将在天通苑站和沙河站试点预约进站。
英国科学家研发新冠病毒检测口罩,想在无症状时就检测出是否感染了新冠病毒？或许你只需要戴个口罩。
Second wind? 恢复元气,Get a second wind指的是恢复元气、重新有了活力。
16个新职业诞生 主要集中在新兴产业和现代服务业领域,人社部与市场监管总局、国家统计局近日联合发布了智能制造工程技术人员、工业互联网工程技术人员等16个新职业。
每日一词∣境外输入新冠肺炎病例 imported cases of NCP,中方秉持人类命运共同体理念，既对本国人民生命安全和身体健康负责，也对全球公共卫生事业尽责。
“翻开新篇章”用英语怎么说？,"""To turn over a new leaf ""（翻开新的一页），意思是创造一个全新的开始，或开始用一种不同的方式来行动。"
BBC推荐：三月份最精彩的电影,刘亦菲主演的《花木兰》、备受期待的皮克斯动画电影《1/2的魔法》，居里夫人传记电影《放射性物质》，三月电影等你来看。
每日新闻播报（March 2）,今日播报内容：'魔方蒙娜丽莎'拍出高价；研究:早餐吃饱有助减肥；'老友记'重聚拍特别节目；苹果手表销量超瑞士表
一课译词：落井下石,“落井下石”，比喻乘人有危难时加以陷害，与英文俗语“ kick (one) when (one) is down”意思相近。
复工了口罩不够用？科学家研发可重复使用的口罩,这款口罩使用的材料不是传统的熔喷无纺布，而是用纳米材料薄膜材料来过滤细菌、病毒以及其他病原菌。
卢森堡成为全球首个公共交通免费国家,为缓解日益加剧的交通拥堵问题，卢森堡成为全球首个乘坐公共交通免费的国家。
复工后预防新冠病毒指南,近日，不少人已开启节后复工模式。在这个特殊时期，在岗人员如何做好防护？
每日一词∣无人机疫情预警监控系统,这套系统能够自动监控广场、公路、小区等各类环境中的人群，监测人员聚集情况。
中国-世卫组织新冠肺炎联合考察报告,国家卫健委发布《中国-世界卫生组织新型冠状病毒肺炎（COVID-19）联合考察报告》，公布了对新冠肺炎的最新研究结果与应对措施。
表示流行病的pandemic和epidemic有什么区别?,新冠病毒持续在全球传播之际，epidemic和pandemic这两个词频频在外媒报道中出现。那么到底应该用epidemic还是pandemic呢？
中国商家推出“无接触”销售  降低疫情影响,中国的众多商家开始调整销售模式，竞相推出“无接触”销售，抑制了病毒传播。
每日一词∣疫苗研发 vaccine research and development,要加快推进已有的多种技术路线疫苗研发，同时密切跟踪国外研发进展，加强合作。
研究发现：15年内北极将迎来“无冰”夏季,科学家的一项研究发现再一次给人类敲响了警钟。新研究显示，因为全球变暖，15年内北极的夏季将会没有冰。
用英语告诉他人：“我逗你呢！”,在生活中，偶尔开个善意的或者无伤大雅的玩笑可以调节气氛、逗他人开心。
每日新闻播报（March 4）,今日播报内容：苹果5亿美元和解'降速门'；通用电气前董事长去世；我国将出台生物安全法；我国口罩产能产量破亿
一课译词：风调雨顺,“风调雨顺，国泰民安”用英文怎么说？一起来看看吧。
动画：看中国的抗疫战报，每个数字都不易！,自新冠肺炎疫情暴发以来，全国各地4万多名医护人员驰援湖北，19个省市对口支援湖北，核酸检测时间大幅缩短……
英雄新传：北京救援队在武汉能量满满，85后90后勇挑大梁,在武汉光谷方舱医院，活跃着一支医疗“特种部队”，成员大都是85后和90后。他们是来自北京中日友好医院的紧急医学救援。
"别把""超市""总说成""supermarket""，美国人真不这么说！",不是所有“超市”都叫做“supermarket”哟~今天就来教大家一些关于“超市”的日常表达！
拱手拍背和叩脚：疫情期间，各国民众这样互致问候,新冠疫情期间，为了避免传播病毒，各国民众的问候方式也和以往不一样了。
2020年2月新闻热词汇总,医务人员夜以继日奋战在抗疫第一线，而为了保证普通民众的日常生活，各类电商开始发力，快递员成为了另一条“生命线”。
新西兰航空研发经济舱“卧铺” 再也不用羡慕头等舱了,新西兰航空公司最新研发的“经济型空中之屋”可以解决这一烦恼。经济舱的乘客也可以躺下美美地睡一觉了。
工信部：运营商要为疫情防控期间宽带网络教学提供资费优惠,为了进一步做好疫情防控期间宽带网络助教助学工作，工信部近日要求各地通信管理局及各基础电信企业加强网络覆盖、做好网络维护。
每日一词∣线上职业技能培训 online vocational skills training,2020年至2021年，鼓励开展线上职业技能培训，以提高劳动者的专业技能。
《利刃出鞘》导演：电影中的坏人不能用苹果手机,近日，电影导演莱恩·约翰逊曝出了一个惊人内幕：反派不能在电影中用iPhone。好的，以后看悬疑片就看手机！
每日新闻播报（March 3）,今日播报内容：CAS裁定对孙杨禁赛8年；英首相与怀孕女友订婚；我国严控境外疫情输入；5成新冠患者初期无发热
疫情当前，中国的这波操作被CNN盯上了……,现在，面临着公共卫生危机的时刻，中国的科技公司走上一线对抗新冠病毒。
宅家厨艺“翻车”上热搜，网购生鲜报告：方便食品销量猛增,新冠肺炎疫情暴发后，穿着睡衣上班打卡、对着屏幕上课的你们如何解决一日三餐？哪些美食成为了年轻人的心头好？
一课译词：搬起石头砸自己的脚,“搬起石头砸自己的脚”，比喻本来想害别人，结果害了自己，与英文俗语“shoot oneself in the foot”意思相近。
每日新闻播报（February 28）,今日播报内容：网坛名将莎拉波娃退役；日援华物资上现古诗词；今年硕士研究生将扩招；景区开放须经全面评估
新冠肺炎疫情期间 “共享员工”成为用工新模式,很多餐饮企业门庭冷落客流稀少；新零售企业的线上订单却呈爆发式增长，人手出现短缺，于是出现了“共享员工”这一新的用工模式。
云健身、云泡吧：疫情下的中国人万事皆可“云”,新冠肺炎疫情期间，上网成为很多人打发时间的一种方式，各商家也利用网络继续推广服务，维护客户关系。
Outsize optimism? 过度乐观,Outsize optimism指的是不现实的过度乐观主义。
每日一词∣差异化精准防控策略 precise and differentiated epidemic control strategies,各级政府应该在不断巩固、扩大疫情防控战果的同时，及时完善差异化防控举措、落实精准防控策略。
为什么理发师喜欢称“Tony老师”，终于找到答案了！,“你的中文名是你最好的名字，它是你的独特符号，是你的父母为你而选，不要为了外国人而改变它。”
为什么会有四年一次的闰日？,2月29日这个闰日即将登场。为什么会有闰年和闰日呢？其实，这是一个历史遗留问题。而且，闰日也不是“四年等一回”那么简单。
每日新闻播报（February 27）,今日播报内容：东京奥运或因疫情取消?埃前总统穆巴拉克去世；英国公布脱欧后新护照；多地下调应急响应等级
国务院：今年研究生和专升本扩招,扩大今年硕士研究生招生和专升本规模，增加基层医疗、社会服务等岗位招募规模，加大对小微企业吸纳高校毕业生就业的支持。
每日一词∣春耕生产 spring farming,不失时机抓好春季农业生产。要抓紧解决影响春耕备耕的突出问题，组织好农资生产、流通、供应，确保农业生产不误农时。
日本援助物资上的中文古诗火了 你知道它们的含义吗？,自从中国暴发新型冠状病毒疫情以来，日本一直倾力相助，给中国捐赠了一批又一批物资，物资上写的中文古诗感动了不少中国网友。
每日新闻播报（February 26）,今日播报内容：韦恩斯坦性侵罪名成立；科比遗孀诉直升机公司；我国全面禁食野生动物；世卫:疫情未构成大流行
一课译词：车到山前必有路,“车到山前必有路”，英文可以翻译为“You will cross the bridge when you get to it”。
澳洲人常说的“水洞”(watering hole)到底是啥？,我们就来“试试水”，学一些“水灵灵”的单词和短语吧。
国际奥委会委员： 东京奥运会能否如期举行5月见分晓,国际奥委会委员迪克•庞德表示，组织者更有可能取消东京奥运会，而不是推迟或换地方。
文化和旅游部：景区恢复开放应实行实名制购票,景区恢复开放应坚持分区分级原则，不搞“一刀切”，疫情高风险地区旅游景区暂缓开放。
英国公布脱欧后新护照  由法国设计波兰制作引争议,英国政府于本月22日公布了新护照设计，将在3月投入使用。护照的外观为蓝色。
